PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
6811137,Molecular basis for trypanosome antigenic variation.,Cell,"{'Year': '1982', 'Month': 'Jun'}",10.1016/0092-8674(82)90146-5,,Likely no free text
29413965,A glutaredoxin in the mitochondrial intermembrane space has stage-specific functions in the thermo-tolerance and proliferation of African trypanosomes.,Redox biology,"{'Year': '2018', 'Month': 'May'}",10.1016/j.redox.2018.01.011,PMC5975080,Likely Freely Available
29781112,Identification of TOEFAZ1-interacting proteins reveals key regulators of Trypanosoma brucei cytokinesis.,Molecular microbiology,"{'Year': '2018', 'Month': 'Aug'}",10.1111/mmi.13986,PMC6359937,Likely Freely Available
26721397,Loss of the BBSome perturbs endocytic trafficking and disrupts virulence of Trypanosoma brucei.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2016', 'Month': 'Jan', 'Day': '19'}",10.1073/pnas.1518079113,PMC4725476,Likely Freely Available
25736289,A dynamic coordination of flagellum and cytoplasmic cytoskeleton assembly specifies cell morphogenesis in trypanosomes.,Journal of cell science,"{'Year': '2015', 'Month': 'Apr', 'Day': '15'}",10.1242/jcs.166447,PMC4406125,Likely Freely Available
14673174,Argonaute protein in the early divergent eukaryote Trypanosoma brucei: control of small interfering RNA accumulation and retroposon transcript abundance.,Molecular and cellular biology,"{'Year': '2004', 'Month': 'Jan'}",10.1128/MCB.24.1.420-427.2004,PMC303348,Likely Freely Available
24839125,Trypanosoma brucei translation initiation factor homolog EIF4E6 forms a tripartite cytosolic complex with EIF4G5 and a capping enzyme homolog.,Eukaryotic cell,"{'Year': '2014', 'Month': 'Jul'}",10.1128/EC.00071-14,PMC4135740,Likely Freely Available
21474072,Pentatricopeptide repeat proteins stimulate mRNA adenylation/uridylation to activate mitochondrial translation in trypanosomes.,Molecular cell,"{'Year': '2011', 'Month': 'Apr', 'Day': '08'}",10.1016/j.molcel.2011.02.021,PMC3073060,Likely Freely Available
24033548,Mitochondrial translation factors of Trypanosoma brucei: elongation factor-Tu has a unique subdomain that is essential for its function.,Molecular microbiology,"{'Year': '2013', 'Month': 'Nov'}",10.1111/mmi.12397,,Likely no free text
30910902,Indirubin Analogues Inhibit <i>Trypanosoma brucei</i> Glycogen Synthase Kinase 3 Short and <i>T. brucei</i> Growth.,Antimicrobial agents and chemotherapy,"{'Year': '2019', 'Month': 'Jun'}",10.1128/AAC.02065-18,PMC6535550,Likely Freely Available
32532821,The RNA-associated proteins MKT1 and MKT1L form alternative PBP1-containing complexes in <i>Trypanosoma brucei</i>.,The Journal of biological chemistry,"{'Year': '2020', 'Month': 'Aug', 'Day': '07'}",10.1074/jbc.RA120.013306,PMC7415969,Likely Freely Available
28609481,The ubiquitin-conjugating enzyme CDC34 is essential for cytokinesis in contrast to putative subunits of a SCF complex in Trypanosoma brucei.,PLoS neglected tropical diseases,"{'Year': '2017', 'Month': 'Jun'}",10.1371/journal.pntd.0005626,PMC5507466,Likely Freely Available
24267450,PPL2 translesion polymerase is essential for the completion of chromosomal DNA replication in the African trypanosome.,Molecular cell,"{'Year': '2013', 'Month': 'Nov', 'Day': '21'}",10.1016/j.molcel.2013.10.034,PMC3898837,Likely Freely Available
10722661,Isolation of Trypanosoma brucei CYC2 and CYC3 cyclin genes by rescue of a yeast G(1) cyclin mutant. Functional characterization of CYC2.,The Journal of biological chemistry,"{'Year': '2000', 'Month': 'Mar', 'Day': '24'}",10.1074/jbc.275.12.8315,,Likely no free text
22676716,Phosphoglucomutase is absent in Trypanosoma brucei and redundantly substituted by phosphomannomutase and phospho-N-acetylglucosamine mutase.,Molecular microbiology,"{'Year': '2012', 'Month': 'Aug'}",10.1111/j.1365-2958.2012.08124.x,PMC3465800,Likely Freely Available
26224545,"γ-Tubulin complex in Trypanosoma brucei: molecular composition, subunit interdependence and requirement for axonemal central pair protein assembly.",Molecular microbiology,"{'Year': '2015', 'Month': 'Nov'}",10.1111/mmi.13149,PMC4636443,Likely Freely Available
26504079,SAS-4 Protein in Trypanosoma brucei Controls Life Cycle Transitions by Modulating the Length of the Flagellum Attachment Zone Filament.,The Journal of biological chemistry,"{'Year': '2015', 'Month': 'Dec', 'Day': '18'}",10.1074/jbc.M115.694109,PMC4683267,Likely Freely Available
32295845,Control of assembly of extra-axonemal structures: the paraflagellar rod of trypanosomes.,Journal of cell science,"{'Year': '2020', 'Month': 'May', 'Day': '27'}",10.1242/jcs.242271,PMC7272336,Likely Freely Available
19646907,Trypanosomes have six mitochondrial DNA helicases with one controlling kinetoplast maxicircle replication.,Molecular cell,"{'Year': '2009', 'Month': 'Aug', 'Day': '28'}",10.1016/j.molcel.2009.07.004,PMC2763077,Likely Freely Available
32618070,Late ESCRT machinery mediates the recycling and Rescue of Invariant Surface Glycoprotein 65 in Trypanosoma brucei.,Cellular microbiology,"{'Year': '2020', 'Month': 'Nov'}",10.1111/cmi.13244,PMC7768898,Likely Freely Available
12446803,Eubacterial HslV and HslU subunits homologs in primordial eukaryotes.,Molecular biology and evolution,"{'Year': '2002', 'Month': 'Dec'}",10.1093/oxfordjournals.molbev.a004036,,Likely no free text
15817455,The N-acetyl-D-glucosaminylphosphatidylinositol De-N-acetylase of glycosylphosphatidylinositol biosynthesis is a zinc metalloenzyme.,The Journal of biological chemistry,"{'Year': '2005', 'Month': 'Jun', 'Day': '17'}",10.1074/jbc.M502402200,,Likely no free text
26727667,The polyadenylation complex of Trypanosoma brucei: Characterization of the functional poly(A) polymerase.,RNA biology,{'Year': '2016'},10.1080/15476286.2015.1130208,PMC4829303,Likely Freely Available
11859084,A trypanosome mitochondrial RNA polymerase is required for transcription and replication.,The Journal of biological chemistry,"{'Year': '2002', 'Month': 'May', 'Day': '10'}",10.1074/jbc.M200662200,,Likely no free text
19416477,The single ENTH-domain protein of trypanosomes; endocytic functions and evolutionary relationship with epsin.,"Traffic (Copenhagen, Denmark)","{'Year': '2009', 'Month': 'Jul'}",10.1111/j.1600-0854.2009.00910.x,,Likely no free text
16835447,Changing roles of aurora-B kinase in two life cycle stages of Trypanosoma brucei.,Eukaryotic cell,"{'Year': '2006', 'Month': 'Jul'}",10.1128/EC.00129-06,PMC1489291,Likely Freely Available
29155083,TbVps15 is required for vesicular transport and cytokinesis in Trypanosoma brucei.,Molecular and biochemical parasitology,"{'Year': '2018', 'Month': 'Jan'}",10.1016/j.molbiopara.2017.11.004,,Likely no free text
19228586,Kinetoplastid guide RNA biogenesis is dependent on subunits of the mitochondrial RNA binding complex 1 and mitochondrial RNA polymerase.,"RNA (New York, N.Y.)","{'Year': '2009', 'Month': 'Apr'}",10.1261/rna.1411809,PMC2661843,Likely Freely Available
18776036,Structural and functional association of Trypanosoma brucei MIX protein with cytochrome c oxidase complex.,Eukaryotic cell,"{'Year': '2008', 'Month': 'Nov'}",10.1128/EC.00204-08,PMC2583542,Likely Freely Available
12676092,Gamma-tubulin functions in the nucleation of a discrete subset of microtubules in the eukaryotic flagellum.,Current biology : CB,"{'Year': '2003', 'Month': 'Apr', 'Day': '01'}",10.1016/s0960-9822(03)00174-x,,Likely no free text
21537670,New insights into trypanosomatid U5 small nuclear ribonucleoproteins.,Memorias do Instituto Oswaldo Cruz,"{'Year': '2011', 'Month': 'Mar'}",10.1590/s0074-02762011000200003,,Likely no free text
19911988,Identification of a parasitic immunomodulatory protein triggering the development of suppressive M1 macrophages during African trypanosomiasis.,The Journal of infectious diseases,"{'Year': '2009', 'Month': 'Dec', 'Day': '15'}",10.1086/648374,,Likely no free text
6801509,"Localization of malate dehydrogenase, adenylate kinase and glycolytic enzymes in glycosomes and the threonine pathway in the mitochondrion of cultured procyclic trypomastigotes of Trypanosoma brucei.",Molecular and biochemical parasitology,"{'Year': '1981', 'Month': 'Dec', 'Day': '31'}",10.1016/0166-6851(81)90062-1,,Likely no free text
29425238,Host-parasite co-metabolic activation of antitrypanosomal aminomethyl-benzoxaboroles.,PLoS pathogens,"{'Year': '2018', 'Month': 'Feb'}",10.1371/journal.ppat.1006850,PMC5823473,Likely Freely Available
17416901,Trypanosoma brucei encodes a bifunctional capping enzyme essential for cap 4 formation on the spliced leader RNA.,The Journal of biological chemistry,"{'Year': '2007', 'Month': 'Jun', 'Day': '01'}",10.1074/jbc.M701569200,,Likely no free text
31743541,The zinc finger proteins ZC3H20 and ZC3H21 stabilise mRNAs encoding membrane proteins and mitochondrial proteins in insect-form Trypanosoma brucei.,Molecular microbiology,"{'Year': '2020', 'Month': 'Feb'}",10.1111/mmi.14429,,Likely no free text
8538681,Trypanosoma brucei dihydrofolate reductase-thymidylate synthase: gene isolation and expression and characterization of the enzyme.,Molecular and biochemical parasitology,"{'Year': '1995', 'Month': 'Jun'}",10.1016/0166-6851(95)00059-a,,Likely no free text
18367671,A mechanism for cross-resistance to nifurtimox and benznidazole in trypanosomes.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2008', 'Month': 'Apr', 'Day': '01'}",10.1073/pnas.0711014105,PMC2278226,Likely Freely Available
20070944,The crystal structure and activity of a putative trypanosomal nucleoside phosphorylase reveal it to be a homodimeric uridine phosphorylase.,Journal of molecular biology,"{'Year': '2010', 'Month': 'Mar', 'Day': '12'}",10.1016/j.jmb.2010.01.013,PMC2844865,Likely Freely Available
10465793,A novel p34(cdc2)-binding and activating protein that is necessary and sufficient to trigger G(2)/M progression in Xenopus oocytes.,Genes & development,"{'Year': '1999', 'Month': 'Aug', 'Day': '15'}",10.1101/gad.13.16.2177,PMC316955,Likely Freely Available
27906638,Gene duplications and losses among vertebrate deoxyribonucleoside kinases of the non-TK1 Family.,"Nucleosides, nucleotides & nucleic acids","{'Year': '2016', 'Month': 'Dec'}",10.1080/15257770.2016.1143557,,Likely no free text
11970895,"Dapper, a Dishevelled-associated antagonist of beta-catenin and JNK signaling, is required for notochord formation.",Developmental cell,"{'Year': '2002', 'Month': 'Apr'}",10.1016/s1534-5807(02)00140-5,,Likely no free text
12875653,"Negative regulation of Wnt signalling by HMG2L1, a novel NLK-binding protein.",Genes to cells : devoted to molecular & cellular mechanisms,"{'Year': '2003', 'Month': 'Aug'}",10.1046/j.1365-2443.2003.00666.x,,Likely no free text
17942399,CPEB interacts with an ovary-specific eIF4E and 4E-T in early Xenopus oocytes.,The Journal of biological chemistry,"{'Year': '2007', 'Month': 'Dec', 'Day': '28'}",10.1074/jbc.M704629200,,Likely no free text
12490555,Snail precedes slug in the genetic cascade required for the specification and migration of the Xenopus neural crest.,"Development (Cambridge, England)","{'Year': '2003', 'Month': 'Feb'}",10.1242/dev.00238,,Likely no free text
22732570,Xenopus laevis zygote arrest 2 (zar2) encodes a zinc finger RNA-binding protein that binds to the translational control sequence in the maternal Wee1 mRNA and regulates translation.,Developmental biology,"{'Year': '2012', 'Month': 'Sep', 'Day': '15'}",10.1016/j.ydbio.2012.06.012,PMC3423596,Likely Freely Available
16943273,Functional analysis of Sox8 during neural crest development in Xenopus.,"Development (Cambridge, England)","{'Year': '2006', 'Month': 'Oct'}",10.1242/dev.02558,,Likely no free text
15764604,Molecular cloning and characterization of a human AIF-like gene with ability to induce apoptosis.,The Journal of biological chemistry,"{'Year': '2005', 'Month': 'May', 'Day': '20'}",10.1074/jbc.M409517200,,Likely no free text
9214647,Licensing of DNA replication by a multi-protein complex of MCM/P1 proteins in Xenopus eggs.,The EMBO journal,"{'Year': '1997', 'Month': 'Jun', 'Day': '02'}",10.1093/emboj/16.11.3320,PMC1169948,Likely Freely Available
7758114,Identification of the yeast MCM3-related protein as a component of Xenopus DNA replication licensing factor.,Cell,"{'Year': '1995', 'Month': 'May', 'Day': '19'}",10.1016/0092-8674(95)90081-0,,Likely no free text
18309293,Plx1 is required for chromosomal DNA replication under stressful conditions.,The EMBO journal,"{'Year': '2008', 'Month': 'Mar', 'Day': '19'}",10.1038/emboj.2008.29,PMC2265110,Likely Freely Available
17074753,"RAP55, a cytoplasmic mRNP component, represses translation in Xenopus oocytes.",The Journal of biological chemistry,"{'Year': '2006', 'Month': 'Dec', 'Day': '29'}",10.1074/jbc.M609059200,,Likely no free text
16219985,Molecular cloning and expression in gonad of Rana rugosa WT1 and Fgf9.,Zoological science,"{'Year': '2005', 'Month': 'Sep'}",10.2108/zsj.22.1045,,Likely no free text
11784096,Three-dimensional ultrastructural analysis of RNA distribution within germinal granules of Xenopus.,Developmental biology,"{'Year': '2002', 'Month': 'Jan', 'Day': '01'}",10.1006/dbio.2001.0488,,Likely no free text
9165117,A vegetally localized T-box transcription factor in Xenopus eggs specifies mesoderm and endoderm and is essential for embryonic mesoderm formation.,"Development (Cambridge, England)","{'Year': '1997', 'Month': 'May'}",10.1242/dev.124.9.1689,,Likely no free text
3060404,Expression of a histone H1-like protein is restricted to early Xenopus development.,Genes & development,"{'Year': '1988', 'Month': 'Oct'}",10.1101/gad.2.10.1284,,Likely no free text
9023105,"Xp54, the Xenopus homologue of human RNA helicase p54, is an integral component of stored mRNP particles in oocytes.",Nucleic acids research,"{'Year': '1997', 'Month': 'Mar', 'Day': '01'}",10.1093/nar/25.5.965,PMC146530,Likely Freely Available
17961226,Wee1 kinase alters cyclin E/Cdk2 and promotes apoptosis during the early embryonic development of Xenopus laevis.,BMC developmental biology,"{'Year': '2007', 'Month': 'Oct', 'Day': '25'}",10.1186/1471-213X-7-119,PMC2176066,Likely Freely Available
16930598,"Xenopus ElrB, but not ElrA, binds RNA as an oligomer: possible role of the linker.",FEBS letters,"{'Year': '2006', 'Month': 'Sep', 'Day': '04'}",10.1016/j.febslet.2006.08.012,,Likely no free text
10635326,Maskin is a CPEB-associated factor that transiently interacts with elF-4E.,Molecular cell,"{'Year': '1999', 'Month': 'Dec'}",10.1016/s1097-2765(00)80230-0,,Likely no free text
17268469,bicoid RNA localization requires specific binding of an endosomal sorting complex.,Nature,"{'Year': '2007', 'Month': 'Feb', 'Day': '01'}",10.1038/nature05503,PMC1997307,Likely Freely Available
20547764,"ZFP423 coordinates Notch and bone morphogenetic protein signaling, selectively up-regulating Hes5 gene expression.",The Journal of biological chemistry,"{'Year': '2010', 'Month': 'Oct', 'Day': '01'}",10.1074/jbc.M110.142869,PMC2945575,Likely Freely Available
20739938,Structure of RCC1 chromatin factor bound to the nucleosome core particle.,Nature,"{'Year': '2010', 'Month': 'Sep', 'Day': '30'}",10.1038/nature09321,PMC3168546,Likely Freely Available
12874135,Selective degradation of excess Ldb1 by Rnf12/RLIM confers proper Ldb1 expression levels and Xlim-1/Ldb1 stoichiometry in Xenopus organizer functions.,"Development (Cambridge, England)","{'Year': '2003', 'Month': 'Sep'}",10.1242/dev.00621,,Likely no free text
19549856,An integrated genome screen identifies the Wnt signaling pathway as a major target of WT1.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2009', 'Month': 'Jul', 'Day': '07'}",10.1073/pnas.0901591106,PMC2708714,Likely Freely Available
15988164,Molecular cloning of Dmrt1 and its expression in the gonad of Xenopus.,Zoological science,"{'Year': '2005', 'Month': 'Jun'}",10.2108/zsj.22.681,,Likely no free text
16892174,The zic1 gene is an activator of Wnt signaling.,The International journal of developmental biology,{'Year': '2006'},10.1387/ijdb.052110cm,,Likely no free text
11401404,"foxD5a, a Xenopus winged helix gene, maintains an immature neural ectoderm via transcriptional repression that is dependent on the C-terminal domain.",Developmental biology,"{'Year': '2001', 'Month': 'Apr', 'Day': '15'}",10.1006/dbio.2001.0191,,Likely no free text
11747072,Xiro-1 controls mesoderm patterning by repressing bmp-4 expression in the Spemann organizer.,Developmental dynamics : an official publication of the American Association of Anatomists,"{'Year': '2001', 'Month': 'Nov'}",10.1002/dvdy.1189,,Likely no free text
11923198,The homeoprotein Xiro1 is required for midbrain-hindbrain boundary formation.,"Development (Cambridge, England)","{'Year': '2002', 'Month': 'Apr'}",10.1242/dev.129.7.1609,,Likely no free text
21304492,"Amer1/WTX couples Wnt-induced formation of PtdIns(4,5)P2 to LRP6 phosphorylation.",The EMBO journal,"{'Year': '2011', 'Month': 'Apr', 'Day': '20'}",10.1038/emboj.2011.28,PMC3102280,Likely Freely Available
17240368,Wnt11-R signaling regulates a calcium sensitive EMT event essential for dorsal fin development of Xenopus.,Developmental biology,"{'Year': '2007', 'Month': 'Apr', 'Day': '01'}",10.1016/j.ydbio.2006.12.020,PMC1905145,Likely Freely Available
32482850,CAMSAP3 facilitates basal body polarity and the formation of the central pair of microtubules in motile cilia.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2020', 'Month': 'Jun', 'Day': '16'}",10.1073/pnas.1907335117,PMC7306751,Likely Freely Available
31960047,HSF2BP negatively regulates homologous recombination in DNA interstrand crosslink repair.,Nucleic acids research,"{'Year': '2020', 'Month': 'Mar', 'Day': '18'}",10.1093/nar/gkz1219,PMC7049687,Likely Freely Available
17727835,Pescadillo is required for Xenopus laevis eye development and neural crest migration.,Developmental biology,"{'Year': '2007', 'Month': 'Oct', 'Day': '01'}",10.1016/j.ydbio.2007.07.037,,Likely no free text
33892293,Isolation and characterization of bone marrow-derived mesenchymal stem cells in Xenopus laevis.,Stem cell research,"{'Year': '2021', 'Month': 'May'}",10.1016/j.scr.2021.102341,,Likely no free text
25209246,The splicing factor PQBP1 regulates mesodermal and neural development through FGF signaling.,"Development (Cambridge, England)","{'Year': '2014', 'Month': 'Oct'}",10.1242/dev.106658,PMC4197583,Likely Freely Available
33020520,Caveolin 1 is required for axonal outgrowth of motor neurons and affects Xenopus neuromuscular development.,Scientific reports,"{'Year': '2020', 'Month': 'Oct', 'Day': '05'}",10.1038/s41598-020-73429-x,PMC7536398,Likely Freely Available
37162198,Npr3 regulates neural crest and cranial placode progenitors formation through its dual function as clearance and signaling receptor.,eLife,"{'Year': '2023', 'Month': 'May', 'Day': '10'}",10.7554/eLife.84036,PMC10212560,Likely Freely Available
24779420,"Endoplasmic reticulum localized PerA is required for cell wall integrity, azole drug resistance, and virulence in Aspergillus fumigatus.",Molecular microbiology,"{'Year': '2014', 'Month': 'Jun'}",10.1111/mmi.12626,PMC4112376,Likely Freely Available
26769705,Aspergillus fumigatus Produces Two Arabinofuranosidases From Glycosyl Hydrolase Family 62: Comparative Properties of the Recombinant Enzymes.,Applied biochemistry and biotechnology,"{'Year': '2016', 'Month': 'Apr'}",10.1007/s12010-016-1984-0,,Likely no free text
26529322,"Transcription Factor SomA Is Required for Adhesion, Development and Virulence of the Human Pathogen Aspergillus fumigatus.",PLoS pathogens,{'Year': '2015'},10.1371/journal.ppat.1005205,PMC4631450,Likely Freely Available
20852021,Aspergillus fumigatus flbB encodes two basic leucine zipper domain (bZIP) proteins required for proper asexual development and gliotoxin production.,Eukaryotic cell,"{'Year': '2010', 'Month': 'Nov'}",10.1128/EC.00198-10,PMC2976297,Likely Freely Available
26342082,Sph3 Is a Glycoside Hydrolase Required for the Biosynthesis of Galactosaminogalactan in Aspergillus fumigatus.,The Journal of biological chemistry,"{'Year': '2015', 'Month': 'Nov', 'Day': '13'}",10.1074/jbc.M115.679050,PMC4645995,Likely Freely Available
23990787,Aspergillus galactosaminogalactan mediates adherence to host constituents and conceals hyphal β-glucan from the immune system.,PLoS pathogens,{'Year': '2013'},10.1371/journal.ppat.1003575,PMC3749958,Likely Freely Available
25386169,Perturbations in small molecule synthesis uncovers an iron-responsive secondary metabolite network in Aspergillus fumigatus.,Frontiers in microbiology,{'Year': '2014'},10.3389/fmicb.2014.00530,PMC4208449,Likely Freely Available
29150592,The Influence of Genetic Stability on <i>Aspergillus fumigatus</i> Virulence and Azole Resistance.,"G3 (Bethesda, Md.)","{'Year': '2018', 'Month': 'Jan', 'Day': '04'}",10.1534/g3.117.300265,PMC5765354,Likely Freely Available
31548684,Fungal biofilm morphology impacts hypoxia fitness and disease progression.,Nature microbiology,"{'Year': '2019', 'Month': 'Dec'}",10.1038/s41564-019-0558-7,PMC7396965,Likely Freely Available
31131706,Differential requirements of protein geranylgeranylation for the virulence of human pathogenic fungi.,Virulence,"{'Year': '2019', 'Month': 'Dec'}",10.1080/21505594.2019.1620063,PMC6550545,Likely Freely Available
23617571,"Comprehensive annotation of secondary metabolite biosynthetic genes and gene clusters of Aspergillus nidulans, A. fumigatus, A. niger and A. oryzae.",BMC microbiology,"{'Year': '2013', 'Month': 'Apr', 'Day': '26'}",10.1186/1471-2180-13-91,PMC3689640,Likely Freely Available
30044771,"Velvet domain protein VosA represses the zinc cluster transcription factor SclB regulatory network for Aspergillus nidulans asexual development, oxidative stress response and secondary metabolism.",PLoS genetics,"{'Year': '2018', 'Month': 'Jul'}",10.1371/journal.pgen.1007511,PMC6078315,Likely Freely Available
14722082,"Fungal ammonia fermentation, a novel metabolic mechanism that couples the dissimilatory and assimilatory pathways of both nitrate and ethanol. Role of acetyl CoA synthetase in anaerobic ATP synthesis.",The Journal of biological chemistry,"{'Year': '2004', 'Month': 'Mar', 'Day': '26'}",10.1074/jbc.M313761200,,Likely no free text
30410052,The HamE scaffold positively regulates MpkB phosphorylation to promote development and secondary metabolism in Aspergillus nidulans.,Scientific reports,"{'Year': '2018', 'Month': 'Nov', 'Day': '08'}",10.1038/s41598-018-34895-6,PMC6224500,Likely Freely Available
21642398,Role of nitric oxide and flavohemoglobin homolog genes in Aspergillus nidulans sexual development and mycotoxin production.,Applied and environmental microbiology,"{'Year': '2011', 'Month': 'Aug'}",10.1128/AEM.00638-11,PMC3147476,Likely Freely Available
24637327,HookA is a novel dynein-early endosome linker critical for cargo movement in vivo.,The Journal of cell biology,"{'Year': '2014', 'Month': 'Mar', 'Day': '17'}",10.1083/jcb.201308009,PMC3998793,Likely Freely Available
28747316,Mitotic nuclear pore complex segregation involves Nup2 in <i>Aspergillus nidulans</i>.,The Journal of cell biology,"{'Year': '2017', 'Month': 'Sep', 'Day': '04'}",10.1083/jcb.201610019,PMC5584150,Likely Freely Available
17339216,Transcriptional control of gluconeogenesis in Aspergillus nidulans.,Genetics,"{'Year': '2007', 'Month': 'May'}",10.1534/genetics.107.070904,PMC1893031,Likely Freely Available
25846564,"Aspergillus nidulans flippase DnfA is cargo of the endocytic collar and plays complementary roles in growth and phosphatidylserine asymmetry with another flippase, DnfB.",Molecular microbiology,"{'Year': '2015', 'Month': 'Jul'}",10.1111/mmi.13019,,Likely no free text
28874473,Revitalization of a Forward Genetic Screen Identifies Three New Regulators of Fungal Secondary Metabolism in the Genus <i>Aspergillus</i>.,mBio,"{'Year': '2017', 'Month': 'Sep', 'Day': '05'}",10.1128/mBio.01246-17,PMC5587912,Likely Freely Available
25644834,Model-driven mapping of transcriptional networks reveals the circuitry and dynamics of virulence regulation.,Genome research,"{'Year': '2015', 'Month': 'May'}",10.1101/gr.184101.114,PMC4417117,Likely Freely Available
30291809,Role of clathrin-mediated endocytosis in the use of heme and hemoglobin by the fungal pathogen Cryptococcus neoformans.,Cellular microbiology,"{'Year': '2019', 'Month': 'Mar'}",10.1111/cmi.12961,PMC6379112,Likely Freely Available
32839469,Genome-wide functional analysis of phosphatases in the pathogenic fungus Cryptococcus neoformans.,Nature communications,"{'Year': '2020', 'Month': 'Aug', 'Day': '24'}",10.1038/s41467-020-18028-0,PMC7445287,Likely Freely Available
8007987,Complementation of a capsule-deficient mutation of Cryptococcus neoformans restores its virulence.,Molecular and cellular biology,"{'Year': '1994', 'Month': 'Jul'}",10.1128/mcb.14.7.4912-4919.1994,PMC358863,Likely Freely Available
16102007,Novel gene functions required for melanization of the human pathogen Cryptococcus neoformans.,Molecular microbiology,"{'Year': '2005', 'Month': 'Sep'}",10.1111/j.1365-2958.2005.04779.x,,Likely no free text
23033470,Role of CTR4 in the Virulence of Cryptococcus neoformans.,mBio,{'Year': '2012'},10.1128/mBio.00285-12,PMC3518914,Likely Freely Available
22174677,Toward an integrated model of capsule regulation in Cryptococcus neoformans.,PLoS pathogens,"{'Year': '2011', 'Month': 'Dec'}",10.1371/journal.ppat.1002411,PMC3234223,Likely Freely Available
25644834,Model-driven mapping of transcriptional networks reveals the circuitry and dynamics of virulence regulation.,Genome research,"{'Year': '2015', 'Month': 'May'}",10.1101/gr.184101.114,PMC4417117,Likely Freely Available
25644834,Model-driven mapping of transcriptional networks reveals the circuitry and dynamics of virulence regulation.,Genome research,"{'Year': '2015', 'Month': 'May'}",10.1101/gr.184101.114,PMC4417117,Likely Freely Available
27094327,Computational Analysis Reveals a Key Regulator of Cryptococcal Virulence and Determinant of Host Response.,mBio,"{'Year': '2016', 'Month': 'Apr', 'Day': '19'}",10.1128/mBio.00313-16,PMC4850258,Likely Freely Available
15155676,The alpha-specific cell identity factor Sxi1alpha is not required for virulence of Cryptococcus neoformans.,Infection and immunity,"{'Year': '2004', 'Month': 'Jun'}",10.1128/IAI.72.6.3643-3645.2004,PMC415721,Likely Freely Available
20889719,The vacuolar Ca²(+) exchanger Vcx1 is involved in calcineurin-dependent Ca²(+) tolerance and virulence in Cryptococcus neoformans.,Eukaryotic cell,"{'Year': '2010', 'Month': 'Nov'}",10.1128/EC.00114-10,PMC2976299,Likely Freely Available
25758923,Functional analysis of the Fusarium graminearum phosphatome.,The New phytologist,"{'Year': '2015', 'Month': 'Jul'}",10.1111/nph.13374,,Likely no free text
25333987,The Fusarium graminearum genome reveals more secondary metabolite gene clusters and hints of horizontal gene transfer.,PloS one,{'Year': '2014'},10.1371/journal.pone.0110311,PMC4198257,Likely Freely Available
28296081,Functional characterization of cytochrome P450 monooxygenases in the cereal head blight fungus Fusarium graminearum.,Environmental microbiology,"{'Year': '2017', 'Month': 'May'}",10.1111/1462-2920.13730,,Likely no free text
28287158,Structural reorganization of the fungal endoplasmic reticulum upon induction of mycotoxin biosynthesis.,Scientific reports,"{'Year': '2017', 'Month': 'Mar', 'Day': '13'}",10.1038/srep44296,PMC5347122,Likely Freely Available
26524547,Genome-Wide Analysis of Small Secreted Cysteine-Rich Proteins Identifies Candidate Effector Proteins Potentially Involved in Fusarium graminearum-Wheat Interactions.,Phytopathology,"{'Year': '2016', 'Month': 'Feb'}",10.1094/PHYTO-09-15-0215-R,,Likely no free text
22028654,"A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum.",PLoS pathogens,"{'Year': '2011', 'Month': 'Oct'}",10.1371/journal.ppat.1002310,PMC3197617,Likely Freely Available
22216007,Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum.,PLoS pathogens,"{'Year': '2011', 'Month': 'Dec'}",10.1371/journal.ppat.1002460,PMC3245316,Likely Freely Available
23945004,"The ATF/CREB transcription factor Atf1 is essential for full virulence, deoxynivalenol production, and stress tolerance in the cereal pathogen Fusarium graminearum.",Molecular plant-microbe interactions : MPMI,"{'Year': '2013', 'Month': 'Dec'}",10.1094/MPMI-04-13-0125-R,,Likely no free text
25040476,"FgSKN7 and FgATF1 have overlapping functions in ascosporogenesis, pathogenesis and stress responses in Fusarium graminearum.",Environmental microbiology,"{'Year': '2015', 'Month': 'Apr'}",10.1111/1462-2920.12561,,Likely no free text
24349499,The bZIP transcription factor Fgap1 mediates oxidative stress response and trichothecene biosynthesis but not virulence in Fusarium graminearum.,PloS one,{'Year': '2013'},10.1371/journal.pone.0083377,PMC3861502,Likely Freely Available
21145408,Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.,Fungal genetics and biology : FG & B,"{'Year': '2011', 'Month': 'May'}",10.1016/j.fgb.2010.11.011,,Likely no free text
17371837,A double-stranded-RNA response program important for RNA interference efficiency.,Molecular and cellular biology,"{'Year': '2007', 'Month': 'Jun'}",10.1128/MCB.00186-07,PMC1900031,Likely Freely Available
20417140,Diverse pathways generate microRNA-like RNAs and Dicer-independent small interfering RNAs in fungi.,Molecular cell,"{'Year': '2010', 'Month': 'Jun', 'Day': '25'}",10.1016/j.molcel.2010.04.005,PMC2902691,Likely Freely Available
