PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
22079692,Plasmodium falciparum MLH is schizont stage specific endonuclease.,Molecular and biochemical parasitology,"{'Year': '2012', 'Month': 'Feb'}",10.1016/j.molbiopara.2011.10.012,,Likely no free text
33821563,Non-canonical metabolic pathways in the malaria parasite detected by isotope-tracing metabolomics.,Molecular systems biology,"{'Year': '2021', 'Month': 'Apr'}",10.15252/msb.202010023,PMC8022201,Likely Freely Available
30026605,Plasmodium falciparum RUVBL3 protein: a novel DNA modifying enzyme and an interacting partner of essential HAT protein MYST.,Scientific reports,"{'Year': '2018', 'Month': 'Jul', 'Day': '19'}",10.1038/s41598-018-29137-8,PMC6053374,Likely Freely Available
33046499,Inhibition of PfMYST Histone Acetyltransferase Activity Blocks Plasmodium falciparum Growth and Survival.,Antimicrobial agents and chemotherapy,"{'Year': '2020', 'Month': 'Dec', 'Day': '16'}",10.1128/AAC.00953-20,PMC7927870,Likely Freely Available
24674379,Identification of heat shock factor binding protein in Plasmodium falciparum.,Malaria journal,"{'Year': '2014', 'Month': 'Mar', 'Day': '27'}",10.1186/1475-2875-13-118,PMC3994269,Likely Freely Available
24045796,A secreted Plasmodium falciparum kinase reveals a signature motif for classification of tyrosine kinase-like kinases.,"Microbiology (Reading, England)","{'Year': '2013', 'Month': 'Dec'}",10.1099/mic.0.070409-0,,Likely no free text
25126794,Supergenomic network compression and the discovery of EXP1 as a glutathione transferase inhibited by artesunate.,Cell,"{'Year': '2014', 'Month': 'Aug', 'Day': '14'}",10.1016/j.cell.2014.07.011,PMC4167585,Likely Freely Available
31568532,EXP1 is critical for nutrient uptake across the parasitophorous vacuole membrane of malaria parasites.,PLoS biology,"{'Year': '2019', 'Month': 'Sep'}",10.1371/journal.pbio.3000473,PMC6786648,Likely Freely Available
29324251,Potential role of Plasmodium falciparum exported protein 1 in the chloroquine mode of action.,International journal for parasitology. Drugs and drug resistance,"{'Year': '2018', 'Month': 'Apr'}",10.1016/j.ijpddr.2017.12.003,PMC5963095,Likely Freely Available
34863371,The parasitophorous vacuole nutrient channel is critical for drug access in malaria parasites and modulates the artemisinin resistance fitness cost.,Cell host & microbe,"{'Year': '2021', 'Month': 'Dec', 'Day': '08'}",10.1016/j.chom.2021.11.002,,Likely no free text
29886341,Plasmodium falciparum Exported Protein 1 is localized to dense granules in merozoites.,Parasitology international,"{'Year': '2018', 'Month': 'Oct'}",10.1016/j.parint.2018.06.001,,Likely no free text
27892646,Trafficking of PfExp1 to the parasitophorous vacuolar membrane of Plasmodium falciparum is independent of protein folding and the PTEX translocon.,Cellular microbiology,"{'Year': '2017', 'Month': 'May'}",10.1111/cmi.12710,,Likely no free text
12456681,The signal sequence of exported protein-1 directs the green fluorescent protein to the parasitophorous vacuole of transfected malaria parasites.,The Journal of biological chemistry,"{'Year': '2003', 'Month': 'Feb', 'Day': '21'}",10.1074/jbc.M207039200,,Likely no free text
23361006,Spatial association with PTEX complexes defines regions for effector export into Plasmodium falciparum-infected erythrocytes.,Nature communications,{'Year': '2013'},10.1038/ncomms2449,PMC3562467,Likely Freely Available
34879056,The 3-phosphoinositide-dependent protein kinase 1 is an essential upstream activator of protein kinase A in malaria parasites.,PLoS biology,"{'Year': '2021', 'Month': 'Dec'}",10.1371/journal.pbio.3001483,PMC8687544,Likely Freely Available
29784863,The Glycosylphosphatidylinositol Transamidase Complex Subunit PbGPI16 of Plasmodium berghei Is Important for Inducing Experimental Cerebral Malaria.,Infection and immunity,"{'Year': '2018', 'Month': 'Aug'}",10.1128/IAI.00929-17,PMC6056855,Likely Freely Available
32272012,Disruption of the <i>Plasmodium falciparum</i> Life Cycle through Transcriptional Reprogramming by Inhibitors of Jumonji Demethylases.,ACS infectious diseases,"{'Year': '2020', 'Month': 'May', 'Day': '08'}",10.1021/acsinfecdis.9b00455,PMC7748244,Likely Freely Available
34866326,PI4-kinase and PfCDPK7 signaling regulate phospholipid biosynthesis in Plasmodium falciparum.,EMBO reports,"{'Year': '2022', 'Month': 'Feb', 'Day': '03'}",10.15252/embr.202154022,PMC8811644,Likely Freely Available
24895132,Regulation of Plasmodium falciparum development by calcium-dependent protein kinase 7 (PfCDPK7).,The Journal of biological chemistry,"{'Year': '2014', 'Month': 'Jul', 'Day': '18'}",10.1074/jbc.M114.561670,PMC4106351,Likely Freely Available
29579782,Identification of a Golgi apparatus protein complex important for the asexual erythrocytic cycle of the malaria parasite Plasmodium falciparum.,Cellular microbiology,"{'Year': '2018', 'Month': 'Aug'}",10.1111/cmi.12843,,Likely no free text
29911335,A proteomic analysis unravels novel CORVET and HOPS proteins involved in Toxoplasma gondii secretory organelles biogenesis.,Cellular microbiology,"{'Year': '2018', 'Month': 'Nov'}",10.1111/cmi.12870,,Likely no free text
32341123,Acquisition of exogenous fatty acids renders apicoplast-based biosynthesis dispensable in tachyzoites of <i>Toxoplasma</i>.,The Journal of biological chemistry,"{'Year': '2020', 'Month': 'May', 'Day': '29'}",10.1074/jbc.RA120.013004,PMC7261779,Likely Freely Available
19845508,Comparison of the cellular and biochemical properties of Plasmodium falciparum choline and ethanolamine kinases.,The Biochemical journal,"{'Year': '2009', 'Month': 'Dec', 'Day': '14'}",10.1042/BJ20091119,,Likely no free text
32896572,PfKsgA1 functions as a transcription initiation factor and interacts with the N-terminal region of the mitochondrial RNA polymerase of Plasmodium falciparum.,International journal for parasitology,"{'Year': '2021', 'Month': 'Jan'}",10.1016/j.ijpara.2020.07.010,,Likely no free text
22640832,Mitochondrial RNA polymerase is an essential enzyme in erythrocytic stages of Plasmodium falciparum.,Molecular and biochemical parasitology,"{'Year': '2012', 'Month': 'Sep'}",10.1016/j.molbiopara.2012.05.001,PMC3433233,Likely Freely Available
24047207,Organization of Plasmodium falciparum spliceosomal core complex and role of arginine methylation in its assembly.,Malaria journal,"{'Year': '2013', 'Month': 'Sep', 'Day': '18'}",10.1186/1475-2875-12-333,PMC3848767,Likely Freely Available
22222968,Dual targeting of aminoacyl-tRNA synthetases to the apicoplast and cytosol in Plasmodium falciparum.,International journal for parasitology,"{'Year': '2012', 'Month': 'Feb'}",10.1016/j.ijpara.2011.11.008,,Likely no free text
25489076,Analogs of natural aminoacyl-tRNA synthetase inhibitors clear malaria in vivo.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2014', 'Month': 'Dec', 'Day': '23'}",10.1073/pnas.1405994111,PMC4280603,Likely Freely Available
31370870,Alternative splicing is required for stage differentiation in malaria parasites.,Genome biology,"{'Year': '2019', 'Month': 'Aug', 'Day': '01'}",10.1186/s13059-019-1756-6,PMC6669979,Likely Freely Available
23734739,Cloning and characterization of bifunctional enzyme farnesyl diphosphate/geranylgeranyl diphosphate synthase from Plasmodium falciparum.,Malaria journal,"{'Year': '2013', 'Month': 'Jun', 'Day': '04'}",10.1186/1475-2875-12-184,PMC3679732,Likely Freely Available
29276048,Specific Inhibition of the Bifunctional Farnesyl/Geranylgeranyl Diphosphate Synthase in Malaria Parasites via a New Small-Molecule Binding Site.,Cell chemical biology,"{'Year': '2018', 'Month': 'Feb', 'Day': '15'}",10.1016/j.chembiol.2017.11.010,PMC5820002,Likely Freely Available
30110072,Plasmodium falciparum parasites overexpressing farnesyl diphosphate synthase/geranylgeranyl diphosphate synthase are more resistant to risedronate.,Memorias do Instituto Oswaldo Cruz,{'Year': '2018'},10.1590/0074-02760180174,PMC6086031,Likely Freely Available
33740894,"The iron-sulfur scaffold protein HCF101 unveils the complexity of organellar evolution in SAR, Haptista and Cryptista.",BMC ecology and evolution,"{'Year': '2021', 'Month': 'Mar', 'Day': '19'}",10.1186/s12862-021-01777-x,PMC7980591,Likely Freely Available
15913804,The spermidine synthase of the malaria parasite Plasmodium falciparum: molecular and biochemical characterisation of the polyamine synthesis enzyme.,Molecular and biochemical parasitology,"{'Year': '2005', 'Month': 'Aug'}",10.1016/j.molbiopara.2005.04.004,,Likely no free text
21483790,Genetic evidence strongly support an essential role for PfPV1 in intra-erythrocytic growth of P. falciparum.,PloS one,"{'Year': '2011', 'Month': 'Mar', 'Day': '31'}",10.1371/journal.pone.0018396,PMC3069093,Likely Freely Available
29330527,Aquaglyceroporin PbAQP is required for efficient progression through the liver stage of Plasmodium infection.,Scientific reports,"{'Year': '2018', 'Month': 'Jan', 'Day': '12'}",10.1038/s41598-017-18987-3,PMC5766620,Likely Freely Available
11729204,"A single, bi-functional aquaglyceroporin in blood-stage Plasmodium falciparum malaria parasites.",The Journal of biological chemistry,"{'Year': '2002', 'Month': 'Feb', 'Day': '15'}",10.1074/jbc.M110683200,,Likely no free text
16889642,"Ammonia permeability of the aquaglyceroporins from Plasmodium falciparum, Toxoplasma gondii and Trypansoma brucei.",Molecular microbiology,"{'Year': '2006', 'Month': 'Sep'}",10.1111/j.1365-2958.2006.05325.x,,Likely no free text
17284593,Aquaglyceroporin PbAQP during intraerythrocytic development of the malaria parasite Plasmodium berghei.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2007', 'Month': 'Feb', 'Day': '13'}",10.1073/pnas.0610843104,PMC1892982,Likely Freely Available
20403390,Validation of a modified method for Bxb1 mycobacteriophage integrase-mediated recombination in Plasmodium falciparum by localization of the H-protein of the glycine cleavage complex to the mitochondrion.,Molecular and biochemical parasitology,"{'Year': '2010', 'Month': 'Aug'}",10.1016/j.molbiopara.2010.04.005,PMC2875341,Likely Freely Available
22737069,Structural and functional insights into the malaria parasite moving junction complex.,PLoS pathogens,{'Year': '2012'},10.1371/journal.ppat.1002755,PMC3380929,Likely Freely Available
14676185,A role for apical membrane antigen 1 during invasion of hepatocytes by Plasmodium falciparum sporozoites.,The Journal of biological chemistry,"{'Year': '2004', 'Month': 'Mar', 'Day': '05'}",10.1074/jbc.M311331200,,Likely no free text
2701947,Integral membrane protein located in the apical complex of Plasmodium falciparum.,Molecular and cellular biology,"{'Year': '1989', 'Month': 'Jul'}",10.1128/mcb.9.7.3151-3154.1989,PMC362792,Likely Freely Available
12228305,Independent translocation of two micronemal proteins in developing Plasmodium falciparum merozoites.,Infection and immunity,"{'Year': '2002', 'Month': 'Oct'}",10.1128/IAI.70.10.5751-5758.2002,PMC128307,Likely Freely Available
24571085,Conditional expression of apical membrane antigen 1 in Plasmodium falciparum shows it is required for erythrocyte invasion by merozoites.,Cellular microbiology,"{'Year': '2014', 'Month': 'May'}",10.1111/cmi.12287,PMC4231980,Likely Freely Available
24108241,Apical membrane antigen 1 mediates apicomplexan parasite attachment but is dispensable for host cell invasion.,Nature communications,{'Year': '2013'},10.1038/ncomms3552,PMC3826631,Likely Freely Available
24045696,Proteomic analysis of detergent-resistant membrane microdomains in trophozoite blood stage of the human malaria parasite Plasmodium falciparum.,Molecular & cellular proteomics : MCP,"{'Year': '2013', 'Month': 'Dec'}",10.1074/mcp.M113.029272,PMC3861736,Likely Freely Available
34342640,A newly characterized malaria antigen on erythrocyte and merozoite surfaces induces parasite inhibitory antibodies.,The Journal of experimental medicine,"{'Year': '2021', 'Month': 'Sep', 'Day': '06'}",10.1084/jem.20200170,PMC8340565,Likely Freely Available
12165385,"Characterisation of a delta-COP homologue in the malaria parasite, Plasmodium falciparum.",Molecular and biochemical parasitology,"{'Year': '2002', 'Month': 'Aug', 'Day': '07'}",10.1016/s0166-6851(02)00117-2,,Likely no free text
32356940,Interaction of Plasmodium falciparum casein kinase 1 with components of host cell protein trafficking machinery.,IUBMB life,"{'Year': '2020', 'Month': 'Jun'}",10.1002/iub.2294,,Likely no free text
10339607,"Plasmodium falciparum subtilisin-like protease 2, a merozoite candidate for the merozoite surface protein 1-42 maturase.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1999', 'Month': 'May', 'Day': '25'}",10.1073/pnas.96.11.6445,PMC26901,Likely Freely Available
16322767,Molecular identification of a malaria merozoite surface sheddase.,PLoS pathogens,"{'Year': '2005', 'Month': 'Nov'}",10.1371/journal.ppat.0010029,PMC1291349,Likely Freely Available
23834729,Molecular determinants for subcellular trafficking of the malarial sheddase PfSUB2.,"Traffic (Copenhagen, Denmark)","{'Year': '2013', 'Month': 'Oct'}",10.1111/tra.12092,,Likely no free text
33287958,The malaria parasite sheddase SUB2 governs host red blood cell membrane sealing at invasion.,eLife,"{'Year': '2020', 'Month': 'Dec', 'Day': '08'}",10.7554/eLife.61121,PMC7723409,Likely Freely Available
26431890,Identification and localization of a Novel Invasin of Plasmodium falciparum.,Molecular and biochemical parasitology,"{'Year': '2015', 'Month': 'Aug'}",10.1016/j.molbiopara.2015.09.004,,Likely no free text
28067322,A Novel and Conserved Plasmodium Sporozoite Membrane Protein SPELD is Required for Maturation of Exo-erythrocytic Forms.,Scientific reports,"{'Year': '2017', 'Month': 'Jan', 'Day': '09'}",10.1038/srep40407,PMC5220379,Likely Freely Available
33500341,<i>Plasmodium falciparum</i> Guanylyl Cyclase-Alpha and the Activity of Its Appended P4-ATPase Domain Are Essential for cGMP Synthesis and Blood-Stage Egress.,mBio,"{'Year': '2021', 'Month': 'Jan', 'Day': '26'}",10.1128/mBio.02694-20,PMC7858053,Likely Freely Available
10747978,Guanylyl cyclase activity associated with putative bifunctional integral membrane proteins in Plasmodium falciparum.,The Journal of biological chemistry,"{'Year': '2000', 'Month': 'Jul', 'Day': '21'}",10.1074/jbc.M001021200,,Likely no free text
9556615,Identification and characterization of an unusual double serine/threonine protein phosphatase 2C in the malaria parasite Plasmodium falciparum.,The Journal of biological chemistry,"{'Year': '1998', 'Month': 'May', 'Day': '01'}",10.1074/jbc.273.18.11241,,Likely no free text
34365503,A cascade of transcriptional repression determines sexual commitment and development in Plasmodium falciparum.,Nucleic acids research,"{'Year': '2021', 'Month': 'Sep', 'Day': '20'}",10.1093/nar/gkab683,PMC8450074,Likely Freely Available
33368818,The PfAP2-G2 transcription factor is a critical regulator of gametocyte maturation.,Molecular microbiology,"{'Year': '2021', 'Month': 'May'}",10.1111/mmi.14676,PMC8330521,Likely Freely Available
35460670,Chromodomain Protein Interacts with H3K9me3 and Controls RBC Rosette Formation by Regulating the Expression of a Subset of RIFINs in the Malaria Parasite.,Journal of molecular biology,"{'Year': '2022', 'Month': 'Jun', 'Day': '30'}",10.1016/j.jmb.2022.167601,,Likely no free text
18650444,"IMC1b is a putative membrane skeleton protein involved in cell shape, mechanical strength, motility, and infectivity of malaria ookinetes.",The Journal of biological chemistry,"{'Year': '2008', 'Month': 'Oct', 'Day': '10'}",10.1074/jbc.M801302200,PMC2562075,Likely Freely Available
20006984,Characterization of coproporphyrinogen III oxidase in Plasmodium falciparum cytosol.,Parasitology international,"{'Year': '2010', 'Month': 'Jun'}",10.1016/j.parint.2009.12.001,,Likely no free text
26173178,Deconvoluting heme biosynthesis to target blood-stage malaria parasites.,eLife,"{'Year': '2015', 'Month': 'Jul', 'Day': '14'}",10.7554/eLife.09143,PMC4532139,Likely Freely Available
18757752,Toxoplasma gondii Tic20 is essential for apicoplast protein import.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2008', 'Month': 'Sep', 'Day': '09'}",10.1073/pnas.0803862105,PMC2533231,Likely Freely Available
18284574,Spatial dissection of the cis- and trans-Golgi compartments in the malaria parasite Plasmodium falciparum.,Molecular microbiology,"{'Year': '2008', 'Month': 'Mar'}",10.1111/j.1365-2958.2008.06125.x,,Likely no free text
15240099,Isolation and functional characterization of a dynamin-like gene from Plasmodium falciparum.,Biochemical and biophysical research communications,"{'Year': '2004', 'Month': 'Jul', 'Day': '30'}",10.1016/j.bbrc.2004.06.010,,Likely no free text
22804732,The PfNF-YB transcription factor is a downstream target of melatonin and cAMP signalling in the human malaria parasite Plasmodium falciparum.,Journal of pineal research,"{'Year': '2013', 'Month': 'Mar'}",10.1111/j.1600-079X.2012.01021.x,,Likely no free text
27982038,Release of Plasmodium sporozoites requires proteins with histone-fold dimerization domains.,Nature communications,"{'Year': '2016', 'Month': 'Dec', 'Day': '16'}",10.1038/ncomms13846,PMC5172368,Likely Freely Available
35900985,Genome-wide functional analysis reveals key roles for kinesins in the mammalian and mosquito stages of the malaria parasite life cycle.,PLoS biology,"{'Year': '2022', 'Month': 'Jul'}",10.1371/journal.pbio.3001704,PMC9333250,Likely Freely Available
18551171,A sporozoite asparagine-rich protein controls initiation of Plasmodium liver stage development.,PLoS pathogens,"{'Year': '2008', 'Month': 'Jun', 'Day': '13'}",10.1371/journal.ppat.1000086,PMC2398788,Likely Freely Available
12194969,Protein farnesyltransferase and protein prenylation in Plasmodium falciparum.,The Journal of biological chemistry,"{'Year': '2002', 'Month': 'Nov', 'Day': '01'}",10.1074/jbc.M202860200,,Likely no free text
9448314,A family of chimeric erythrocyte binding proteins of malaria parasites.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1998', 'Month': 'Feb', 'Day': '03'}",10.1073/pnas.95.3.1230,PMC18728,Likely Freely Available
12076768,Plasmodium falciparum MAEBL is a unique member of the ebl family.,Molecular and biochemical parasitology,"{'Year': '2002', 'Month': 'Jun'}",10.1016/s0166-6851(02)00067-1,,Likely no free text
18509478,The transmembrane isoform of Plasmodium falciparum MAEBL is essential for the invasion of Anopheles salivary glands.,PloS one,"{'Year': '2008', 'Month': 'May', 'Day': '28'}",10.1371/journal.pone.0002287,PMC2386256,Likely Freely Available
17534427,A novel DBL-domain of the P. falciparum 332 molecule possibly involved in erythrocyte adhesion.,PloS one,"{'Year': '2007', 'Month': 'May', 'Day': '30'}",10.1371/journal.pone.0000477,PMC1868959,Likely Freely Available
23185236,Plasmodium falciparum antigen 332 is a resident peripheral membrane protein of Maurer's clefts.,PloS one,{'Year': '2012'},10.1371/journal.pone.0046980,PMC3502387,Likely Freely Available
17534427,A novel DBL-domain of the P. falciparum 332 molecule possibly involved in erythrocyte adhesion.,PloS one,"{'Year': '2007', 'Month': 'May', 'Day': '30'}",10.1371/journal.pone.0000477,PMC1868959,Likely Freely Available
18832660,Functional alteration of red blood cells by a megadalton protein of Plasmodium falciparum.,Blood,"{'Year': '2009', 'Month': 'Jan', 'Day': '22'}",10.1182/blood-2008-05-157735,PMC2630277,Likely Freely Available
16025132,A single member of the Plasmodium falciparum var multigene family determines cytoadhesion to the placental receptor chondroitin sulphate A.,EMBO reports,"{'Year': '2005', 'Month': 'Aug'}",10.1038/sj.embor.7400466,PMC1369142,Likely Freely Available
27556547,Placental Sequestration of Plasmodium falciparum Malaria Parasites Is Mediated by the Interaction Between VAR2CSA and Chondroitin Sulfate A on Syndecan-1.,PLoS pathogens,"{'Year': '2016', 'Month': 'Aug'}",10.1371/journal.ppat.1005831,PMC4996535,Likely Freely Available
19119419,"An upstream open reading frame controls translation of var2csa, a gene implicated in placental malaria.",PLoS pathogens,"{'Year': '2009', 'Month': 'Jan'}",10.1371/journal.ppat.1000256,PMC2603286,Likely Freely Available
22116321,"Plasmodium falciparum possesses a unique dual-specificity serine/threonine and tyrosine kinase, Pfnek3.",Cellular and molecular life sciences : CMLS,"{'Year': '2012', 'Month': 'May'}",10.1007/s00018-011-0888-y,PMC11114921,Likely Freely Available
17064692,Pfnek3: an atypical activator of a MAP kinase in Plasmodium falciparum.,FEBS letters,"{'Year': '2006', 'Month': 'Nov', 'Day': '13'}",10.1016/j.febslet.2006.10.003,,Likely no free text
19644735,Regulation of Plasmodium falciparum Pfnek3 relies on phosphorylation at its activation loop and at threonine 82.,Cellular and molecular life sciences : CMLS,"{'Year': '2009', 'Month': 'Sep'}",10.1007/s00018-009-0101-8,PMC11115619,Likely Freely Available
30728406,"Plasmodium falciparum specific helicase 2 is a dual, bipolar helicase and is crucial for parasite growth.",Scientific reports,"{'Year': '2019', 'Month': 'Feb', 'Day': '06'}",10.1038/s41598-018-38032-1,PMC6365506,Likely Freely Available
12368867,"Sequence of Plasmodium falciparum chromosomes 1, 3-9 and 13.",Nature,"{'Year': '2002', 'Month': 'Oct', 'Day': '03'}",10.1038/nature01095,,Likely no free text
16607015,High-mobility-group box nuclear factors of Plasmodium falciparum.,Eukaryotic cell,"{'Year': '2006', 'Month': 'Apr'}",10.1128/EC.5.4.672-682.2006,PMC1459676,Likely Freely Available
33906919,The Architectural Factor HMGB1 Is Involved in Genome Organization in the Human Malaria Parasite Plasmodium falciparum.,mBio,"{'Year': '2021', 'Month': 'Apr', 'Day': '27'}",10.1128/mBio.00148-21,PMC8092211,Likely Freely Available
19633266,Functional dissection of the catalytic carboxyl-terminal domain of origin recognition complex subunit 1 (PfORC1) of the human malaria parasite Plasmodium falciparum.,Eukaryotic cell,"{'Year': '2009', 'Month': 'Sep'}",10.1128/EC.00170-09,PMC2747822,Likely Freely Available
16842352,Analogous expression pattern of Plasmodium falciparum replication initiation proteins PfMCM4 and PfORC1 during the asexual and sexual stages of intraerythrocytic developmental cycle.,FEMS microbiology letters,"{'Year': '2006', 'Month': 'Aug'}",10.1111/j.1574-6968.2006.00324.x,,Likely no free text
16216221,Expression and characterization of human malaria parasite Plasmodium falciparum origin recognition complex subunit 1.,Biochemical and biophysical research communications,"{'Year': '2005', 'Month': 'Nov', 'Day': '25'}",10.1016/j.bbrc.2005.09.131,,Likely no free text
18525026,Differential association of Orc1 and Sir2 proteins to telomeric domains in Plasmodium falciparum.,Journal of cell science,"{'Year': '2008', 'Month': 'Jun', 'Day': '15'}",10.1242/jcs.026427,,Likely no free text
22379140,The role of N-terminus of Plasmodium falciparum ORC1 in telomeric localization and var gene silencing.,Nucleic acids research,"{'Year': '2012', 'Month': 'Jul'}",10.1093/nar/gks202,PMC3384324,Likely Freely Available
15899528,Biochemical characterization of the two nucleosome assembly proteins from Plasmodium falciparum.,Molecular and biochemical parasitology,"{'Year': '2005', 'Month': 'Aug'}",10.1016/j.molbiopara.2005.04.006,,Likely no free text
23181666,Organellar proteomics reveals hundreds of novel nuclear proteins in the malaria parasite Plasmodium falciparum.,Genome biology,"{'Year': '2012', 'Month': 'Nov', 'Day': '26'}",10.1186/gb-2012-13-11-r108,PMC4053738,Likely Freely Available
29866905,Characterization of Plasmodium berghei Pbg37 as Both a Pre- and Postfertilization Antigen with Transmission-Blocking Potential.,Infection and immunity,"{'Year': '2018', 'Month': 'Aug'}",10.1128/IAI.00785-17,PMC6056874,Likely Freely Available
26840427,A MORN1-associated HAD phosphatase in the basal complex is essential for Toxoplasma gondii daughter budding.,Cellular microbiology,"{'Year': '2016', 'Month': 'Aug'}",10.1111/cmi.12574,PMC4961593,Likely Freely Available
28798222,An Integrated Approach to Explore Composition and Dynamics of Cholesterol-rich Membrane Microdomains in Sexual Stages of Malaria Parasite.,Molecular & cellular proteomics : MCP,"{'Year': '2017', 'Month': 'Oct'}",10.1074/mcp.M117.067041,PMC5629265,Likely Freely Available
20149108,"Distinct subcellular localization in the cytosol and apicoplast, unexpected dimerization and inhibition of Plasmodium falciparum glyoxalases.",Molecular microbiology,"{'Year': '2010', 'Month': 'Apr'}",10.1111/j.1365-2958.2010.07082.x,,Likely no free text
21203490,Compartmentation of redox metabolism in malaria parasites.,PLoS pathogens,"{'Year': '2010', 'Month': 'Dec', 'Day': '23'}",10.1371/journal.ppat.1001242,PMC3009606,Likely Freely Available
23825180,A bacterial phosphatase-like enzyme of the malaria parasite Plasmodium falciparum possesses tyrosine phosphatase activity and is implicated in the regulation of band 3 dynamics during parasite invasion.,Eukaryotic cell,"{'Year': '2013', 'Month': 'Sep'}",10.1128/EC.00027-13,PMC3811575,Likely Freely Available
29073264,"Shelph2, a bacterial-like phosphatase of the malaria parasite Plasmodium falciparum, is dispensable during asexual blood stage.",PloS one,{'Year': '2017'},10.1371/journal.pone.0187073,PMC5658161,Likely Freely Available
32591529,Structure and catalytic regulation of Plasmodium falciparum IMP specific nucleotidase.,Nature communications,"{'Year': '2020', 'Month': 'Jun', 'Day': '26'}",10.1038/s41467-020-17013-x,PMC7320144,Likely Freely Available
28525314,Malaria parasite LIMP protein regulates sporozoite gliding motility and infectivity in mosquito and mammalian hosts.,eLife,"{'Year': '2017', 'Month': 'May', 'Day': '02'}",10.7554/eLife.24109,PMC5438254,Likely Freely Available
29435408,A putative RNA binding protein from <i>Plasmodium vivax</i> apicoplast.,FEBS open bio,"{'Year': '2018', 'Month': 'Feb'}",10.1002/2211-5463.12351,PMC5794462,Likely Freely Available
28288093,Malaria parasites possess a telomere repeat-binding protein that shares ancestry with transcription factor IIIA.,Nature microbiology,"{'Year': '2017', 'Month': 'Mar', 'Day': '13'}",10.1038/nmicrobiol.2017.33,,Likely no free text
18590734,"Cyclic nucleotide-specific phosphodiesterases of Plasmodium falciparum: PfPDEalpha, a non-essential cGMP-specific PDE that is an integral membrane protein.",International journal for parasitology,"{'Year': '2008', 'Month': 'Dec'}",10.1016/j.ijpara.2008.05.016,,Likely no free text
16038615,"PfPDE1, a novel cGMP-specific phosphodiesterase from the human malaria parasite Plasmodium falciparum.",The Biochemical journal,"{'Year': '2005', 'Month': 'Nov', 'Day': '15'}",10.1042/BJ20050425,PMC1317681,Likely Freely Available
17962188,Unique properties of Plasmodium falciparum porphobilinogen deaminase.,The Journal of biological chemistry,"{'Year': '2008', 'Month': 'Jan', 'Day': '04'}",10.1074/jbc.M706861200,,Likely no free text
17978585,Functional analysis of the first mannosyltransferase (PIG-M) involved in glycosylphosphatidylinositol synthesis in Plasmodium falciparum.,Molecules and cells,"{'Year': '2007', 'Month': 'Oct', 'Day': '31'}",,,Likely no free text
10872463,MCM proteins in DNA replication.,Annual review of biochemistry,{'Year': '1999'},10.1146/annurev.biochem.68.1.649,,Likely no free text
23414762,Na(+) regulation in the malaria parasite Plasmodium falciparum involves the cation ATPase PfATP4 and is a target of the spiroindolone antimalarials.,Cell host & microbe,"{'Year': '2013', 'Month': 'Feb', 'Day': '13'}",10.1016/j.chom.2012.12.006,PMC3574224,Likely Freely Available
25322084,"Mutations in the P-type cation-transporter ATPase 4, PfATP4, mediate resistance to both aminopyrazole and spiroindolone antimalarials.",ACS chemical biology,"{'Year': '2015', 'Month': 'Feb', 'Day': '20'}",10.1021/cb500616x,PMC4340351,Likely Freely Available
22889167,A novel trafficking pathway in Plasmodium falciparum for the organellar localization of glutathione peroxidase-like thioredoxin peroxidase.,The FEBS journal,"{'Year': '2012', 'Month': 'Oct'}",10.1111/j.1742-4658.2012.08746.x,,Likely no free text
21203490,Compartmentation of redox metabolism in malaria parasites.,PLoS pathogens,"{'Year': '2010', 'Month': 'Dec', 'Day': '23'}",10.1371/journal.ppat.1001242,PMC3009606,Likely Freely Available
22889167,A novel trafficking pathway in Plasmodium falciparum for the organellar localization of glutathione peroxidase-like thioredoxin peroxidase.,The FEBS journal,"{'Year': '2012', 'Month': 'Oct'}",10.1111/j.1742-4658.2012.08746.x,,Likely no free text
11087748,The putative glutathione peroxidase gene of Plasmodium falciparum codes for a thioredoxin peroxidase.,The Journal of biological chemistry,"{'Year': '2001', 'Month': 'Mar', 'Day': '09'}",10.1074/jbc.M008631200,,Likely no free text
14668349,The Plasmodium falciparum PfGatp is an endoplasmic reticulum membrane protein important for the initial step of malarial glycerolipid synthesis.,The Journal of biological chemistry,"{'Year': '2004', 'Month': 'Mar', 'Day': '05'}",10.1074/jbc.M310502200,,Likely no free text
25047712,Structural and functional analysis of the anti-malarial drug target prolyl-tRNA synthetase.,Journal of structural and functional genomics,"{'Year': '2014', 'Month': 'Dec'}",10.1007/s10969-014-9186-x,,Likely no free text
25395010,A genomic and evolutionary approach reveals non-genetic drug resistance in malaria.,Genome biology,{'Year': '2014'},10.1186/PREACCEPT-1067113631444973,PMC4272547,Likely Freely Available
21549842,"Overexpression, purification and assessment of cyclosporin binding of a family of cyclophilins and cyclophilin-like proteins of the human malarial parasite Plasmodium falciparum.",Protein expression and purification,"{'Year': '2011', 'Month': 'Aug'}",10.1016/j.pep.2011.04.012,,Likely no free text
